question_id,feature_id,feature_title_cap,feature_title,feature_lexeme,feature_description,to_map,collected,compiled,elicitation_day,elicitation_month,elicitation_year,updated_day,updated_month,updated_year,domain,filename,settlement,speaker_code,name,patronym,l_name,gender,year_of_birth,birth_place,schooling,residence_place,long_periods_outside,mothers_birthplace,value,stimuli,answer,answer_cyr,comment
,,ASH,Basic lexicon item ‘ash’,,The map shows the distribution of lexical cognate sets of the concept ‘ash’.,1,Michael Daniel,"Kostya Filatov, Leah Finkelberg",13,7,2022,28,1,2024,Basic lexicon,,Dzhilikhur,,,,,,,,,,,,rɨˤq / riˁʁ / rɨˤɢ / rɨˤʁ,1. От костра осталась одна зола и угли. (GLD) 2. Ветер развеял золу. (GLD) 3. Он взял в горсть золу. (GLD),rɨˤʁ,ры1гъ,3
,,ASH,Basic lexicon item ‘ash’,,The map shows the distribution of lexical cognate sets of the concept ‘ash’.,1,Michael Daniel,"Kostya Filatov, Leah Finkelberg",12,7,2022,28,1,2024,Basic lexicon,,Ikhrek,,,,,,,,,,,,rɨˤq / riˁʁ / rɨˤɢ / rɨˤʁ,1. От костра осталась одна зола и угли. (GLD) 2. Ветер развеял золу. (GLD) 3. Он взял в горсть золу. (GLD),rɨˤɢ,ры1къ,3
,,ASH,Basic lexicon item ‘ash’,,The map shows the distribution of lexical cognate sets of the concept ‘ash’.,1,Ilya Sadakov,"Kostya Filatov, Leah Finkelberg",20,7,2022,28,1,2024,Basic lexicon,,Kala,,,,,,,,,,,,rɨˤq / riˁʁ / rɨˤɢ / rɨˤʁ,1. От костра осталась одна зола и угли. (GLD) 2. Ветер развеял золу. (GLD) 3. Он взял в горсть золу. (GLD),rɨˁq,rɨˁq,3
,,ASH,Basic lexicon item ‘ash’,,The map shows the distribution of lexical cognate sets of the concept ‘ash’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",3,7,2019,28,1,2024,Basic lexicon,,Khnov,,,,,,,,,,,,rɨˤq / riˁʁ / rɨˤɢ / rɨˤʁ,1. От костра осталась одна зола и угли. (GLD) 2. Ветер развеял золу. (GLD) 3. Он взял в горсть золу. (GLD),rɨˤq,rɨˤq,
,,ASH,Basic lexicon item ‘ash’,,The map shows the distribution of lexical cognate sets of the concept ‘ash’.,1,Michael Daniel,"Kostya Filatov, Leah Finkelberg",18,7,2022,28,1,2024,Basic lexicon,,Kiche,,,,,,,,,,,,rɨˤq / riˁʁ / rɨˤɢ / rɨˤʁ,1. От костра осталась одна зола и угли. (GLD) 2. Ветер развеял золу. (GLD) 3. Он взял в горсть золу. (GLD),rɨˁq,ры1хъ,
,,ASH,Basic lexicon item ‘ash’,,The map shows the distribution of lexical cognate sets of the concept ‘ash’.,1,Ilya Sadakov,"Kostya Filatov, Leah Finkelberg",24,7,2022,28,1,2024,Basic lexicon,,Kufa,,,,,,,,,,,,rɨˤq / riˁʁ / rɨˤɢ / rɨˤʁ,1. От костра осталась одна зола и угли. (GLD) 2. Ветер развеял золу. (GLD) 3. Он взял в горсть золу. (GLD),rɨˁq,rɨˁq,2. (3)
,,ASH,Basic lexicon item ‘ash’,,The map shows the distribution of lexical cognate sets of the concept ‘ash’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",10,7,2021,28,1,2024,Basic lexicon,,Luchek,ags60,Aishat,Gulievna,Safarova,f,1960,Luchek,Luchek,Luchek,no,Luchek,rɨˤq / riˁʁ / rɨˤɢ / rɨˤʁ,1. От костра осталась одна зола и угли. (GLD) 2. Ветер развеял золу. (GLD) 3. Он взял в горсть золу. (GLD),rɨˤq,ры1хъ,
,,ASH,Basic lexicon item ‘ash’,,The map shows the distribution of lexical cognate sets of the concept ‘ash’.,1,Michael Daniel,"Kostya Filatov, Leah Finkelberg",10,7,2022,28,1,2024,Basic lexicon,,Myukhrek,,,,,,,,,,,,rɨˤq / riˁʁ / rɨˤɢ / rɨˤʁ,1. От костра осталась одна зола и угли. (GLD) 2. Ветер развеял золу. (GLD) 3. Он взял в горсть золу. (GLD),riˁʁ,ри1гъ,
,,ASH,Basic lexicon item ‘ash’,,The map shows the distribution of lexical cognate sets of the concept ‘ash’.,1,Ilya Sadakov,"Kostya Filatov, Leah Finkelberg",22,7,2022,28,1,2024,Basic lexicon,,Rutul,,,,,,,,,,,,rɨˤq / riˁʁ / rɨˤɢ / rɨˤʁ,1. От костра осталась одна зола и угли. (GLD) 2. Ветер развеял золу. (GLD) 3. Он взял в горсть золу. (GLD),rɨˁq,rɨˁq,2. (3)
,,ASH,Basic lexicon item ‘ash’,,The map shows the distribution of lexical cognate sets of the concept ‘ash’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",8,7,2021,28,1,2024,Basic lexicon,,Shinaz,,Ramil,,,m,,Shinaz,Shinaz,Shinaz,no,Shinaz,rɨˤq / riˁʁ / rɨˤɢ / rɨˤʁ,1. От костра осталась одна зола и угли. (GLD) 2. Ветер развеял золу. (GLD) 3. Он взял в горсть золу. (GLD),rɨˤq,ры1хъ,
,,BACK (ANATOMICAL),Basic lexicon item ‘back (anatomical)’,,The map shows the distribution of lexical cognate sets of the concept ‘back (anatomical)’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",21,7,2022,28,1,2024,Basic lexicon,,Amsar,,,,,,,,,,,,jɨˤq' / jɨˤq'bɨr,1. Через спину проходит позвоночник. 2. Эта женщина положила корзину на спину.,jɨˤq'bɨr,йы́1кьбыр,4
,,BACK (ANATOMICAL),Basic lexicon item ‘back (anatomical)’,,The map shows the distribution of lexical cognate sets of the concept ‘back (anatomical)’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",13,7,2022,28,1,2024,Basic lexicon,,Dzhilikhur,,,,,,,,,,,,jɨˤq' / jɨˤq'bɨr,1. Через спину проходит позвоночник. 2. Эта женщина положила корзину на спину.,jɨˤq',йы1кь,4
,,BACK (ANATOMICAL),Basic lexicon item ‘back (anatomical)’,,The map shows the distribution of lexical cognate sets of the concept ‘back (anatomical)’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",12,7,2022,28,1,2024,Basic lexicon,,Ikhrek,,,,,,,,,,,,gʷarg,1. Через спину проходит позвоночник. 2. Эта женщина положила корзину на спину.,gʷarg,гварг,4
,,BACK (ANATOMICAL),Basic lexicon item ‘back (anatomical)’,,The map shows the distribution of lexical cognate sets of the concept ‘back (anatomical)’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",20,7,2022,28,1,2024,Basic lexicon,,Kala,,,,,,,,,,,,jɨˤq' / jɨˤq'bɨr,1. Через спину проходит позвоночник. 2. Эта женщина положила корзину на спину.,jɨˤq',йы1кь,
,,BACK (ANATOMICAL),Basic lexicon item ‘back (anatomical)’,,The map shows the distribution of lexical cognate sets of the concept ‘back (anatomical)’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",15,7,2022,28,1,2024,Basic lexicon,,Khnov,,,,,,,,,,,,jɨˤq' / jɨˤq'bɨr,1. Через спину проходит позвоночник. 2. Эта женщина положила корзину на спину.,jɨˤq',йы1кь,
,,BACK (ANATOMICAL),Basic lexicon item ‘back (anatomical)’,,The map shows the distribution of lexical cognate sets of the concept ‘back (anatomical)’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",18,7,2022,28,1,2024,Basic lexicon,,Kiche,,,,,,,,,,,,gʷarg,1. Через спину проходит позвоночник. 2. Эта женщина положила корзину на спину.,gʷarg,гварг,
,,BACK (ANATOMICAL),Basic lexicon item ‘back (anatomical)’,,The map shows the distribution of lexical cognate sets of the concept ‘back (anatomical)’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",24,7,2022,28,1,2024,Basic lexicon,,Kufa,,,,,,,,,,,,jɨˤq' / jɨˤq'bɨr,1. Через спину проходит позвоночник. 2. Эта женщина положила корзину на спину.,jɨˤq'bɨr,йы1кьбыр,4
,,BACK (ANATOMICAL),Basic lexicon item ‘back (anatomical)’,,The map shows the distribution of lexical cognate sets of the concept ‘back (anatomical)’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",10,7,2021,28,1,2024,Basic lexicon,,Luchek,ags60,Aishat,Gulievna,Safarova,f,1960,Luchek,Luchek,Luchek,no,Luchek,jɨˤq' / jɨˤq'bɨr,1. Через спину проходит позвоночник. 2. Эта женщина положила корзину на спину.,jɨˤq',йы1кь,
,,BACK (ANATOMICAL),Basic lexicon item ‘back (anatomical)’,,The map shows the distribution of lexical cognate sets of the concept ‘back (anatomical)’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",10,7,2022,28,1,2024,Basic lexicon,,Myukhrek,,,,,,,,,,,,jɨˤq' / jɨˤq'bɨr,1. Через спину проходит позвоночник. 2. Эта женщина положила корзину на спину.,jɨˤq'bɨr,йы1кьбыр,
,,BACK (ANATOMICAL),Basic lexicon item ‘back (anatomical)’,,The map shows the distribution of lexical cognate sets of the concept ‘back (anatomical)’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",22,7,2022,28,1,2024,Basic lexicon,,Rutul,,,,,,,,,,,,jɨˤq' / jɨˤq'bɨr,1. Через спину проходит позвоночник. 2. Эта женщина положила корзину на спину.,jɨˤq',йы1кь,
,,BACK (ANATOMICAL),Basic lexicon item ‘back (anatomical)’,,The map shows the distribution of lexical cognate sets of the concept ‘back (anatomical)’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",8,7,2021,28,1,2024,Basic lexicon,,Shinaz,,Ramil,,,m,,Shinaz,Shinaz,Shinaz,no,Shinaz,gʷarg,1. Через спину проходит позвоночник. 2. Эта женщина положила корзину на спину.,gʷarg,гварг,
,,BAD,Basic lexicon item ‘bad’,,The map shows the distribution of lexical cognate sets of the concept ‘bad’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",21,7,2022,28,1,2024,Basic lexicon,,Amsar,,,,,,,,,,,,pistɨ,"1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.",pistɨ,пи́сты,
,,BAD,Basic lexicon item ‘bad’,,The map shows the distribution of lexical cognate sets of the concept ‘bad’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",13,7,2022,28,1,2024,Basic lexicon,,Dzhilikhur,,,,,,,,,,,,manq'ad,"1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.",manq'ad,манкьа́д,пи́сты тоже говорят
,,BAD,Basic lexicon item ‘bad’,,The map shows the distribution of lexical cognate sets of the concept ‘bad’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",12,7,2022,28,1,2024,Basic lexicon,,Ikhrek,,,,,,,,,,,,ikaldɨ,"1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.",ikaldɨ,и́калды,
,,BAD,Basic lexicon item ‘bad’,,The map shows the distribution of lexical cognate sets of the concept ‘bad’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",20,7,2022,28,1,2024,Basic lexicon,,Kala,,,,,,,,,,,,pistɨ,"1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.",pistɨ,пи́сты,
,,BAD,Basic lexicon item ‘bad’,,The map shows the distribution of lexical cognate sets of the concept ‘bad’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",15,7,2022,28,1,2024,Basic lexicon,,Khnov,,,,,,,,,,,,pistɨ,"1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.",pisdɨ,пи́сды,
,,BAD,Basic lexicon item ‘bad’,,The map shows the distribution of lexical cognate sets of the concept ‘bad’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",18,7,2022,28,1,2024,Basic lexicon,,Kiche,,,,,,,,,,,,pistɨ,"1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.",pisdɨ,пи́сды,
,,BAD,Basic lexicon item ‘bad’,,The map shows the distribution of lexical cognate sets of the concept ‘bad’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",24,7,2022,28,1,2024,Basic lexicon,,Kufa,,,,,,,,,,,,pistɨ,"1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.",pistɨ,пи́сты,
,,BAD,Basic lexicon item ‘bad’,,The map shows the distribution of lexical cognate sets of the concept ‘bad’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",10,7,2021,28,1,2024,Basic lexicon,,Luchek,ags60,Aishat,Gulievna,Safarova,f,1960,Luchek,Luchek,Luchek,no,Luchek,pistɨ,"1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.",pistɨ,пи́сты,
,,BAD,Basic lexicon item ‘bad’,,The map shows the distribution of lexical cognate sets of the concept ‘bad’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",10,7,2022,28,1,2024,Basic lexicon,,Myukhrek,,,,,,,,,,,,pistɨ,"1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.",pistɨ,пи́сты,
,,BAD,Basic lexicon item ‘bad’,,The map shows the distribution of lexical cognate sets of the concept ‘bad’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",22,7,2022,28,1,2024,Basic lexicon,,Rutul,,,,,,,,,,,,pistɨ,"1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.",pistɨ,пи́сты,
,,BAD,Basic lexicon item ‘bad’,,The map shows the distribution of lexical cognate sets of the concept ‘bad’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",8,7,2021,28,1,2024,Basic lexicon,,Shinaz,,Ramil,,,m,,Shinaz,Shinaz,Shinaz,no,Shinaz,pistɨ,"1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.",pistɨ,пи́сты,
,,BARK (N.),Basic lexicon item ‘bark (n.)’,,The map shows the distribution of lexical cognate sets of the concept ‘bark (n.)’.,1,Ilya Sadakov,"Kostya Filatov, Leah Finkelberg",21,7,2022,28,1,2024,Basic lexicon,,Amsar,,,,,,,,,,,,ǯugal / ǯugʷal / ǯuɣal / ǯigal,1. Он содрал с дерева кору. 2. От дерева отвалился кусок коры.,ǯugʷal,ǯugʷal,3
,,BARK (N.),Basic lexicon item ‘bark (n.)’,,The map shows the distribution of lexical cognate sets of the concept ‘bark (n.)’.,1,Michael Daniel,"Kostya Filatov, Leah Finkelberg",13,7,2022,28,1,2024,Basic lexicon,,Dzhilikhur,,,,,,,,,,,,ǯugal / ǯugʷal / ǯuɣal / ǯigal,1. Он содрал с дерева кору. 2. От дерева отвалился кусок коры.,ǯuɣal,джуг1ал,3
,,BARK (N.),Basic lexicon item ‘bark (n.)’,,The map shows the distribution of lexical cognate sets of the concept ‘bark (n.)’.,1,Michael Daniel,"Kostya Filatov, Leah Finkelberg",12,7,2022,28,1,2024,Basic lexicon,,Ikhrek,,,,,,,,,,,,ǯugal / ǯugʷal / ǯuɣal / ǯigal,1. Он содрал с дерева кору. 2. От дерева отвалился кусок коры.,ǯigal,джигал,3
,,BARK (N.),Basic lexicon item ‘bark (n.)’,,The map shows the distribution of lexical cognate sets of the concept ‘bark (n.)’.,1,Ilya Sadakov,"Kostya Filatov, Leah Finkelberg",20,7,2022,28,1,2024,Basic lexicon,,Kala,,,,,,,,,,,,ǯugal / ǯugʷal / ǯuɣal / ǯigal,1. Он содрал с дерева кору. 2. От дерева отвалился кусок коры.,ǯigal,ǯigal,3
,,BARK (N.),Basic lexicon item ‘bark (n.)’,,The map shows the distribution of lexical cognate sets of the concept ‘bark (n.)’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",3,7,2019,28,1,2024,Basic lexicon,,Khnov,,,,,,,,,,,,ǯugal / ǯugʷal / ǯuɣal / ǯigal,1. Он содрал с дерева кору. 2. От дерева отвалился кусок коры.,ǯugal,ǯugal,
